Verse_number,vagga,verse_en,verse_sn,meaning_en,meaning_sn
156,,"Acaritvá brahmacariyaí,  aladdhá yobbane dhanaí, senti cápátikhìóá va  puráóáni anutthunaí.","අචරිත‍්වා බ්‍රහ්මචරියං
අලද්ධා යොබ්බනෙ ධනං
සෙන්ති චාපාතිඛිත්තාව
පුරාණානි අනුත‍්ථුනං.","Those who in youth have not led the holy life, who have failed to acquire wealth, lie like worn-out arrows (shot from) a bow, sighing over the past. 11","ශක්තිමත් කාලයේ දී බඹසර නො හැසිර හෙවත් සිල් නො රැක, (ගිහියෙකු වශයෙන් රැස් කළ යුතු) ධනය රැස් නො කොට, ඒ ඒ තැනට විදින ලදත් ඒ ඒ තැන කැලේ වැටී තිඛෙන ඊතල මෙන් (තමන්) පෙර විදි සම්පත් සිහි කොට තැවෙමින් වැටී සිටිත්. (ඊතල දුන්නෙන් විදිනු ලබන අවස්ථාවන් හී සතුන් මැරීමාදියට සමර්ථ වුවත් කැලේ වැටුණු පසු වේයන් විසින් කා දමනු ලැබේ. නැතහොත් මලකඩ කා දිරා යත්. මේ අඥාන පුද්ගලයෝ ඒ ඊතලවලට සමාන වෙති.)"
157,,"Attánañ ce piyaí jaññá,  rakkheyya naí surakkhitaí; tióóaí aññataraí yámaí  paþijaggeyya paóðito.","අත්තානං චේ පියං ජඤ්ඤා
රක්ඛෙය්‍ය නං සුරක්ඛිතං
තිණ්ණමඤ්ඤතරං යාමං
පටිජග්ගේය පණ්ඩිතෝ.","If one holds oneself dear, one should diligently watch oneself. Let the wise person keep vigil during any of the three watches of the night. 1","තමාට තමා ප්‍රිය ය යි දන්නේ නම්
නුවනැත්තා ඒ තමා (හෝ ආත්මය) මනා සේ රැක ගත යුතු යි,
(බාල-තරුණ-මහලූ යන) තුන් වයසින් අඩුතරමින් එක් වයසක දී වත් එය ප්‍රතිසංස්කරණය කරන්නේ ය. (හෙවත් අකුශවලින් දුරු ව සිල් රැකීමාදියෙ හි යෙදිය යුතු ය. රෑ යාම තුනෙන් එක් යාමයක දී වත් නිදි දුරු කොට භාවනාදියෙහි යෙදිය යුතු ය යන අර්ථය ද දිය හැකි යි.)"
158,,"Attánam eva paþhamaí  patirúpe nivesaye, ath’aññam anusáseyya,  na kilisseyya paóðito.","අත්තනාමේව පඨමං
පතිරූපේ නිවේසයේ
අථඤ්ඤමනුසාසෙය්‍ය,
න කිලිසෙය්‍ය පණ්ඩිතෝ. ",One should first establish oneself in what is proper; then only should one instruct others. Thus the wise person will not be reproached. 2,නුවණැත්තා පළමු කොට තමා ම සුදුසු ගුණධර්මයන් හී පිහිටා ඉක්බිති අන්‍යයන් ට අනුශාසනා කරන්නේ ය. අනුන්ට අවවාද කරන්නට පෙර තමා ගුණකම් හී නො පිහිටීමෙන් පණ්ඩිතයා කිලූටු නො විය යුතු ය.
159,,"Attánañ ce tathá kayirá  yath’aññam anusásati, sudanto vata dammetha  attá hi kira duddamo.","අතතානං චේ තථා කයිරා
යථඤ්ඤමනුසාසති,
සුදන්තෝ වත දම්මේථ
අත්තාහි කිර දුද්දමෝ.","One should do what one teaches others to do; if one would train others, one should be well-controlled oneself. Difficult, indeed, is self-control. 3","යම් සේ පිළිපදින්නැයි අනුනට උපදෙස් දෙන්නේ නම් තමා පළමුව එම උපදේශයේම තමාත් පිහිටිය යුතුය; තමා දමනය වී අනුන්ට තිදොර හික්මවන්න ට අනුසාසනා කල යුතුය. තමා දමනය කිරීම අපහසු ය. දුකසේ කල යුත්තකි.
"
160,,Attá hi attano nátho;  ko hi nátho paro siyá?,"අත්තා හි අත්තනෝ නාථෝ,
කොහි නාථෝ පරෝ සියා?
අත්තනාව සුදන්තේන
නාථං ලභති දුල්ලභං.",One is truly one’s pr otector. Who else could the protector be? With oneself fully controlled one gains a protector which is hard to gain. 4The Self 61,තමාට පිහිට වන්නේ තමා ම ය. අන් කවරෙක් තමාට පිහිට වන්නේද?  මනා සේ හික්මවා ගත් තමා කරණකොට ලබන්නට දුර්ලභ වූ පිහිට (හෙවත් නිවණ) ලබයි.
161,,"Attaná va kataí pápaí  attajaí attasambhavaí, abhimanthati dummedhaí  vajiraí v’asmamayaí maóií.","අත්තනාව කතං පාපං
අත්තජං අත්තසම්භවං
අභිමන‍්ථති දුම්මේධං
වජිරං ව සම්මයං මණිං.","The evil a witless person does by himself, born of himself and produced by himsel f, grinds him as a diamond grinds a hard gem. 5","තමා විසින්ම කරන ලද, තමා කෙරෙහි හට ගත්, තමාගෙන් ම උපන් පාපය අඥානයා මැඩලයි. කුමක් මෙන් ද ගලෙන් උපන් දියමන්තිය ඒ ගල ම විනාශ කරන්නාක් මෙනි."
162,,Yassa accantadussìlyaí  máluvá sálam iv’otthataí karoti so tath’attánaí  yathá naí icchatì diso.,"යස්ස අච්චන්ත දුස්සීල්‍යං
මාලූවා සාලමිවොත්තං
කරෝති සෝ තථ’ත්තානං
යථා නං ඉච්ඡති දිසෝ.","Just as a jungle creeper strangles the tree on which it grows, even so a person who is exceedingly depraved harms himself as an enemy might wish. 6","සල් ගසේ පැතිර සිටින මාලූවා වැලක් එම සල් ගස විනාශ කරන්න සේ පුද්ගලයා හාත්පසින් වැළදගෙන සිටින යමෙකුගේ බලවත් දුශ්ශීලභාවය , සතුරෙකු සතුරෙකු ට විපත් පමුණුවන්නාසේ තමා ට ම විපත් පමුණුවයි. "
163,,"Sukaráni asádhúni  attano ahitáni ca, yaí ve hitañ ca sádhuñ ca,  taí ve paramadukkaraí.","සුකරානි අසාධූනි
අත්තනෝ අහිතානි ච
යං වේ හිතං ච සාධූං ච
තං වේ පරමදුක්කරං.","Easy to do are things that  are bad and harmful to oneself, but exceedingly difficult to do are things that are good and beneficial. 7","තමා ට අවැඩ පිණිස පවත්නා දේද , නපුරු ක්‍රියා ද  කිරීම ඉතා පහසුය. යමක් තමනට වැඩ පිණිස පවතී ද යහපත් ද ඒ ක්‍රියාව කිරීම අතිශයින් අපහසු ය.
"
164,,"Yo sásanaí arahataí  ariyánaí dhammajìvinaí, paþikkosati dummedho  diþþhií nissáya pápikaí, phaláni kaþþhakasseva  attaghaññáya phallati.","යෝ සාසනං අරහතං
අරියානං ධම්මජීවිනං
පටික්කෝසති දුම්මේධෝ
දිට්ඨිං නිස්සාය පාපිකං
ඵලානි කට්ඨකස්සේව
අත්තඝඤ්ඤාය ඵල්ලති.","Whoever, on account of perverted views, reviles the teaching of the arahats, the noble ones of righteous life—that fool, like the bamboo, produces fruits only for self-destruction. 158","යම් පවිටු අදහස් ඇත්තෙක්, වැරදි අවබෝධයක් නිසා, ධාර්මික වූ ආර්යය භාවයට පැමිණි රහතන් වහන්සේ ගේ අනුශාසනාව නො සලකා හරී ද, ප්‍රතික්ෂේප කරයි ද, ඔහු ට ලැබෙන ලාභ සත්කාරාදිය ඔහු ගේ ම විනාශය පිණිස පවතී. කුමක් මෙන් ද? උණ ගසේ ගෙඩි හට ගැන්ම ඒ ගසේ විනාශය පිණිස පවත්නාක් මෙනි.
"
165,,Attaná va kataí pápaí  attaná saòkilissati; attaná akataí pápaí  attaná va visujjhati; suddhi asuddhi paccattaí  náñño aññaí visodhaye.,"අත්තනාව කතං පාපං,
අත්තනා සංකිලිස්සති
අත්තනා අකතං පාපං
අත්තනාව විසුජ්ඣති
සුද්ධි අසුද්ධි පච්චත්තං
නාඤ්ඤමඤ්ඤෝ විසෝධයේ.","By oneself is evil done, by oneself is one defiled. By oneself is evil left undone, by oneself is one purified. Purity and impurity depend on oneself—no one can purify another. 9",තමා විසින් ම කරන ලද පව නිසා තමාම කිලිටි වේ. තමා විසින් පවක් නො කරන ලද නම් තෙමේ  පිරිසිදු වෙයි. ශුද්ධි අශුද්ධි දෙක තම තමන්කෙරෙහි ම ය. අනිකෙක් අනිකෙකු පිරිසිදු නො කරයි.
166,,Attadatthaí paratthena  bahuná pi na hápaye; attadatthaí abhiññáya  sadatthapasuto siyá.,"අත්ත දත‍්ථං පරෙත‍්ථන
බහුනාපි න හාපයේ
අත්ත දත‍්ථ මභිඤ්ඤාය
සදත‍්ථපසුතෝ සියා.","Let one not neglect one’s own welfare for the sake of another, however great. Clearly understanding one’s own welfare, let one be intent upon the good. 106313",බොහෝ සේ අනුන් සදහා වැඩ කිරීමට ගොස් තමා ගේ යහපතට හානි කරගත යුතු නො වේ. තමා ගේ යහපතට හේතු වන සිල් පිරීම් භාවනා කිරීම් ආදිය මනා සේ දැනගෙන ඒ ස්වකීය නිදහස ලැබීමෙහි නිරත විය යුතු ය.
